Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
South Asia (IDA & IBRD),41.9591841291,42.5992815404,43.243213775,43.886391342,44.5361176763,45.1786857835,45.8066922931,46.4132844582,46.9967838635,47.5595413835,48.1140483388,48.6754426351,49.2585705248,49.8691740239,50.5020910447,51.1460187632,51.7869516181,52.4056137329,52.9905618076,53.5351152878,54.0349078189,54.4862155731,54.9054019094,55.3015182565,55.6839595704,56.0636189545,56.4529469813,56.8589912187,57.2856067063,57.734118821,58.2039918474,58.6923933876,59.1884522292,59.6845015363,60.1759888615,60.6581856646,61.1277287205,61.5848379201,62.0289280237,62.4594773146,62.8766850001,63.2810440168,63.6771563397,64.0685871702,64.4571016056,64.8479371414,65.2434612986,65.6445228073,66.0473352546,66.4492318568,66.8430869287,67.220959633,67.5773356192,67.9066510426,68.2091684465,68.4854529757
Sub-Saharan Africa (IDA & IBRD countries),40.3621426304,40.8011230313,41.230903316,41.6496462421,42.0575931435,42.4578819224,42.8547844271,43.2529272968,43.655704445,44.0643982482,44.4787249961,44.8978957456,45.3170955147,45.7306687218,46.1337332648,46.5220707677,46.8934121014,47.2474821963,47.5845601533,47.9048633589,48.2090306808,48.4980478884,48.7751885173,49.0286780072,49.2644257467,49.4694076264,49.6326936082,49.7512687396,49.8168416718,49.8466529982,49.8514711312,49.8477902611,49.8505464944,49.8575647728,49.8762710867,49.903635932,49.9448658803,50.0141067711,50.1172885137,50.2776548581,50.5125029379,50.8372209272,51.2648275567,51.7866970452,52.3977395424,53.0850613351,53.8321422393,54.6131164319,55.4003452757,56.1730557061,56.9113616981,57.6030852603,58.249075194,58.8486611966,59.3998792832,59.9018261077
Trinidad and Tobago,62.6575853659,63.2537560976,63.760195122,64.1613902439,64.4557804878,64.6517560976,64.7701707317,64.8479268293,64.918,64.9998780488,65.1106341463,65.2603902439,65.442804878,65.6469512195,65.8713414634,66.104902439,66.3374878049,66.556,66.7518536585,66.9210487805,67.0626829268,67.1798780488,67.2812682927,67.3759512195,67.4664146341,67.5566829268,67.6492439024,67.7429268293,67.8371219512,67.931195122,68.022902439,68.1105853659,68.1916341463,68.2641219512,68.328097561,68.3837560976,68.4308292683,68.4726097561,68.5113170732,68.5515609756,68.5964390244,68.6489512195,68.7104390244,68.7842682927,68.8718292683,68.9785365854,69.1073414634,69.2571463415,69.4244146341,69.6055609756,69.7925365854,69.9773170732,70.152902439,70.3148536585,70.4596585366,70.5888536585
Tunisia,42.0097560976,42.6455121951,43.3416829268,44.1007804878,44.9238536585,45.8144146341,46.7749512195,47.8005121951,48.8791219512,49.997804878,51.1427317073,52.2975365854,53.4502439024,54.5887804878,55.7039756098,56.7950243902,57.8705365854,58.9367317073,59.9924878049,61.0288536585,62.0245121951,62.954804878,63.8036585366,64.5668536585,65.2490487805,65.8676829268,66.4496097561,67.0230731707,67.607902439,68.2100731707,68.827097561,69.4455609756,70.0431219512,70.601902439,71.1139512195,71.5753414634,71.9856097561,72.3526829268,72.6835365854,72.9836097561,73.2538292683,73.4996097561,73.7213902439,73.9231463415,74.1068780488,74.2721707317,74.4151463415,74.5354146341,74.6369756098,74.7252926829,74.8112682927,74.9066829268,75.018902439,75.1542926829,75.3143414634,75.4970487805
Turkey,45.3844146341,46.1044878049,46.8367073171,47.5740243902,48.3063170732,49.0234390244,49.7157317073,50.3836097561,51.0285121951,51.6519268293,52.2614146341,52.865097561,53.4751219512,54.0966097561,54.7336585366,55.3852195122,56.0497560976,56.7186829268,57.385,58.0442682927,58.6915853659,59.3261219512,59.9464634146,60.5526585366,61.143195122,61.7144390244,62.2622682927,62.7875121951,63.2945365854,63.7903170732,64.2823414634,64.783097561,65.3002195122,65.837902439,66.3987317073,66.9819268293,67.5862195122,68.1996829268,68.8122682927,69.4153902439,69.9993414634,70.555804878,71.0819756098,71.574195122,72.0298780488,72.4481219512,72.8291219512,73.1781219512,73.5028292683,73.8063170732,74.0940487805,74.3694146341,74.6362926829,74.8960487805,75.1521463415,75.407097561
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,43.6538780488,43.9072926829,44.1622439024,44.4237073171,44.6977073171,44.9887317073,45.296804878,45.6208780488,45.9579512195,46.3105121951,46.6830487805,47.0840487805,47.511,47.9573902439,48.4112439024,48.856097561,49.2704878049,49.6399512195,49.9524634146,50.2034634146,50.3963902439,50.5431219512,50.6600487805,50.7561707317,50.8314878049,50.8725365854,50.8573658537,50.774097561,50.6243902439,50.4218536585,50.1836585366,49.932902439,49.7006585366,49.5218780488,49.4260731707,49.4401707317,49.5865609756,49.8636097561,50.2676829268,50.7972439024,51.4558536585,52.2401219512,53.1301463415,54.0983414634,55.1170487805,56.153902439,57.177902439,58.1698292683,59.1181219512,60.0104390244,60.8556829268,61.6744390244,62.4872926829,63.3056097561,64.1184878049,64.9033170732
Uganda,43.9835609756,44.5600243902,45.1470487805,45.7381219512,46.3212682927,46.8794878049,47.3942439024,47.8515121951,48.2432926829,48.5635365854,48.8122439024,48.9949268293,49.126097561,49.2197073171,49.2837560976,49.3297560976,49.3657317073,49.3926341463,49.4059268293,49.3990243902,49.3547317073,49.2538780488,49.0828536585,48.8336829268,48.5094146341,48.111195122,47.6416585366,47.1250731707,46.5902195122,46.064804878,45.5710731707,45.1262439024,44.7472926829,44.4571707317,44.2858536585,44.2722439024,44.4526585366,44.8323902439,45.4022682927,46.1486829268,47.0511707317,48.0803658537,49.1908536585,50.3335853659,51.4698536585,52.566804878,53.6039512195,54.5815609756,55.4954634146,56.3322439024,57.0776341463,57.722,58.2748292683,58.7490243902,59.155804878,59.5087560976
Ukraine,68.2995365854,68.7638536585,69.146097561,69.4577073171,69.7082195122,69.9056341463,70.0565365854,70.1611219512,70.2230731707,70.2475609756,70.2352195122,70.1826341463,70.0908536585,69.9629268293,69.8088536585,69.6346341463,69.4461707317,69.2534390244,69.070902439,68.9151219512,68.8178292683,68.8108292683,68.9012439024,69.0774878049,69.3173414634,69.5747804878,69.7912439024,70.4951219512,70.4975609756,70.5390243902,70.1365853659,68.8780487805,69.0682926829,68.4756097561,67.8385365854,67.1370731707,66.887804878,67.2953658537,67.9887804878,68.2134146341,67.8595121951,68.2870731707,68.2756097561,68.2107317073,68.1853658537,67.9568292683,68.0775609756,68.222195122,68.2514634146,69.19,70.2653658537,70.8092682927,70.9441463415,71.1595121951,71.1865853659,71.1895121951
Upper middle income,49.8663252551,50.3809818818,51.0293502052,51.8675800564,52.9356198487,54.1745481603,55.4963073019,56.8223153244,58.0734854688,59.1851160811,60.1814898363,61.0261905574,61.7424068335,62.4154260446,63.0394038954,63.5625873589,64.0739616221,64.5412392596,64.9721861754,65.3369405879,65.7019618251,66.0572873993,66.4137861019,66.7103007967,66.9727408418,67.3108213948,67.7088613952,67.968907442,68.2149548368,68.4226570393,68.6197873974,68.8037858642,68.8787535596,68.9368099761,69.1137666422,69.3561771296,69.6828083919,70.0245851288,70.3486035844,70.6089516345,70.9192954167,71.2517537066,71.5630471169,71.8792524028,72.2139276468,72.5015566434,72.8473211612,73.1584369379,73.4273968015,73.7204437467,73.9560731639,74.2368412769,74.4765436782,74.7181655273,74.9243669726,75.1185496768
Uruguay,67.8963902439,68.1127804878,68.2966341463,68.4409268293,68.5431463415,68.606804878,68.6359268293,68.6455121951,68.651097561,68.6617073171,68.685804878,68.7303658537,68.795902439,68.883902439,68.9973658537,69.1428292683,69.3213170732,69.5298536585,69.7644634146,70.0186097561,70.2862926829,70.5589756098,70.8316097561,71.0961707317,71.3486341463,71.5834634146,71.7985853659,71.9975609756,72.184902439,72.364195122,72.5395365854,72.7190487805,72.906804878,73.1048536585,73.3162439024,73.5384390244,73.7698780488,74.005,74.2381707317,74.4663414634,74.6859756098,74.8960487805,75.0955609756,75.2845121951,75.4644146341,75.6347073171,75.7964146341,75.9515365854,76.1015853659,76.250097561,76.3961219512,76.542195122,76.6883658537,76.8346585366,76.982097561,77.1316341463
United States,69.7707317073,70.2707317073,70.1195121951,69.9170731707,70.1658536585,70.2146341463,70.212195122,70.5609756098,69.9512195122,70.5073170732,70.8073170732,71.1073170732,71.156097561,71.356097561,71.956097561,72.6048780488,72.856097561,73.256097561,73.356097561,73.8048780488,73.6097560976,74.0097560976,74.3609756098,74.4634146341,74.5634146341,74.5634146341,74.6146341463,74.7658536585,74.7658536585,75.0170731707,75.2146341463,75.3658536585,75.6170731707,75.4195121951,75.6195121951,75.6219512195,76.0268292683,76.4292682927,76.5804878049,76.5829268293,76.6365853659,76.8365853659,76.9365853659,77.0365853659,77.487804878,77.487804878,77.687804878,77.987804878,78.0390243902,78.3902439024,78.5414634146,78.6414634146,78.7414634146,78.7414634146,78.7414634146,78.7414634146
Uzbekistan,58.6940487805,59.0567317073,59.4244146341,59.7956097561,60.1678292683,60.5365609756,60.8983170732,61.2480731707,61.5823414634,61.8986097561,62.1918536585,62.4590243902,62.7021219512,62.925195122,63.1327317073,63.3333170732,63.5334878049,63.7413170732,63.9618292683,64.1960731707,64.450097561,64.7269756098,65.0196341463,65.3175121951,65.6094634146,65.8732926829,66.0877804878,66.2412682927,66.330195122,66.3595609756,66.3429512195,66.3005121951,66.2585121951,66.2396097561,66.2563902439,66.3168780488,66.4210243902,66.5582195122,66.718902439,66.9015853659,67.1023170732,67.3201463415,67.5536341463,67.800804878,68.0602439024,68.3354634146,68.6320243902,68.950902439,69.2865121951,69.6307560976,69.9684390244,70.2834146341,70.5630243902,70.8006829268,70.9933902439,71.1456829268
St. Vincent and the Grenadines,57.720804878,58.8076341463,59.838195122,60.7823902439,61.6211463415,62.3479756098,62.9703414634,63.5152682927,64.0047317073,64.447195122,64.8425365854,65.1831463415,65.4689756098,65.7040487805,65.9024390244,66.086804878,66.2798536585,66.4992682927,66.7546097561,67.0483658537,67.3764146341,67.7255121951,68.0734390244,68.4035365854,68.7072926829,68.9828536585,69.2323658537,69.4650731707,69.6836097561,69.8879756098,70.074097561,70.2338536585,70.3635365854,70.462,70.5306341463,70.5718780488,70.5861463415,70.5825365854,70.571195122,70.5642682927,70.577,70.624195122,70.7130243902,70.8445365854,71.0166829268,71.2242926829,71.4546097561,71.6922926829,71.9231219512,72.1389268293,72.3342439024,72.5070731707,72.6626341463,72.8065853659,72.9395121951,73.0649512195
"Venezuela, RB",59.2851219512,59.8625609756,60.4303170732,60.9858292683,61.5290731707,62.0620731707,62.588804878,63.1118292683,63.6302439024,64.1416341463,64.639097561,65.1147560976,65.5621463415,65.9763414634,66.3573658537,66.7072195122,67.0308536585,67.336195122,67.6281707317,67.9082682927,68.174,68.4204146341,68.6445365854,68.8433414634,69.0197804878,69.1748536585,69.3120243902,69.4382195122,69.5603170732,69.6871707317,69.8286097561,69.9944146341,70.1880243902,70.4094390244,70.6562195122,70.9269268293,71.2157073171,71.5122682927,71.8053902439,72.0862682927,72.3461219512,72.5756097561,72.7752682927,72.9445609756,73.0864390244,73.2038292683,73.3020487805,73.3904146341,73.4782682927,73.5715121951,73.6751463415,73.794195122,73.9262439024,74.0704146341,74.2261463415,74.3915121951
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),66.2248536585,66.4879756098,66.741097561,66.9962195122,67.2603658537,67.5405121951,67.8351219512,68.138195122,68.4427317073,68.7482195122,69.051195122,69.3511463415,69.6466097561,69.9355853659,70.2175853659,70.4900731707,70.7505365854,70.9999268293,71.2392439024,71.4709756098,71.7001219512,71.9307073171,72.1662439024,72.4102439024,72.6622195122,72.9221707317,73.1870487805,73.4538536585,73.7175853659,73.9782439024,74.2358536585,74.4919512195,74.7470487805,75.0026585366,75.2572926829,75.5099268293,75.7590243902,76.0025365854,76.2369756098,76.4618536585,76.6195121951,77.8731707317,78.0243902439,78.1731707317,78.7243902439,78.5243902439,78.6243902439,78.8243902439,78.9243902439,79.0731707317,79.1731707317,79.3731707317,79.4731707317,79.6243902439,79.7731707317,79.8731707317
Vietnam,59.0670243902,59.744195122,60.4105365854,61.0430243902,61.6071463415,61.9967804878,62.0873902439,61.8420487805,61.2930487805,60.5256829268,59.7370487805,59.1742439024,59.0216097561,59.3812195122,60.2534390244,61.5363658537,63.0428536585,64.5267073171,65.7963414634,66.7725121951,67.4336585366,67.8304634146,68.0938780488,68.3327317073,68.5841219512,68.8685365854,69.185902439,69.5095853659,69.8225121951,70.124195122,70.418195122,70.7080731707,70.9954634146,71.2824146341,71.5684878049,71.8522195122,72.1315609756,72.4035121951,72.6645121951,72.9135365854,73.1485853659,73.3695853659,73.5765609756,73.7725365854,73.9590243902,74.1371219512,74.3083902439,74.4748780488,74.6386585366,74.803195122,74.9704390244,75.1428536585,75.3213414634,75.5053414634,75.6952926829,75.891195122
Vanuatu,46.4874878049,47.088097561,47.688195122,48.2872926829,48.8868292683,49.4847804878,50.0831219512,50.6818292683,51.2809268293,51.879902439,52.479804878,53.0796341463,53.6794390244,54.2792682927,54.8786097561,55.4799756098,56.0883170732,56.703097561,57.3223658537,57.939195122,58.5427073171,59.1205609756,59.6648780488,60.1721219512,60.6422682927,61.082195122,61.5022195122,61.9146341463,62.3317560976,62.7580243902,63.1968536585,63.6477804878,64.1034146341,64.5593414634,65.0121463415,65.4593414634,65.8994878049,66.330097561,66.751195122,67.1598292683,67.555,67.9362439024,68.3035365854,68.6578536585,68.998195122,69.3260487805,69.6428780488,69.9486341463,70.2438536585,70.529,70.8031219512,71.0647560976,71.3134390244,71.5491707317,71.772,71.984902439
World,52.5856852723,53.0890304826,53.5108940613,54.0419874581,54.7189616291,55.3858258938,56.1244776057,56.8367673016,57.4419987168,58.0556573853,58.6473131857,59.1733683036,59.6586952887,60.105161764,60.5969912058,61.0385021028,61.4551066913,61.8726967944,62.2283639653,62.5847299931,62.8658002108,63.2006940679,63.5192979848,63.7601328932,64.018093192,64.2683374091,64.5643281307,64.8156839875,65.0213091576,65.2404674442,65.4343163355,65.6239151806,65.7896788767,65.9170838037,66.1273753061,66.325950472,66.6151766421,66.9133287929,67.1731196468,67.4072771432,67.6849312425,67.9824311271,68.2490948216,68.5226161081,68.8625137002,69.1361530748,69.4755790872,69.7946307272,70.0845333479,70.4067494459,70.6849574513,70.9737629465,71.2169759187,71.4620647223,71.6917019352,71.8888042117
Samoa,49.9695121951,50.4695121951,50.9695121951,51.4695121951,51.9695121951,52.4695121951,52.9695121951,53.4695121951,53.9695121951,54.4695121951,54.9695121951,55.4695121951,55.9695121951,56.4695121951,56.9695121951,57.4695121951,57.9695121951,58.4695121951,58.9695121951,59.4695121951,59.9695121951,60.4685121951,60.9665121951,61.4645121951,61.9625121951,62.463,62.969,63.4809756098,63.9989512195,64.5194146341,65.0404146341,65.5589512195,66.0700243902,66.5691463415,67.051804878,67.5130243902,67.9472682927,68.3545365854,68.7382926829,69.1005609756,69.4483170732,69.789097561,70.1293902439,70.4767073171,70.8340243902,71.2073414634,71.5981219512,72.0033170732,72.4149512195,72.8270243902,73.2300243902,73.6125121951,73.9674878049,74.2905121951,74.5800731707,74.8387073171
Kosovo,,,,,,,,,,,,,,,,,,,,,,65.8975609756,66.1975609756,66.3975609756,66.5975609756,66.7975609756,66.9975609756,67.1975609756,67.3975609756,67.5487804878,67.7487804878,67.9487804878,68.1,68.2487804878,68.4,68.5512195122,68.7,68.8512195122,68.9512195122,66.9512195122,67.9512195122,67.9975609756,67.943902439,68.1951219512,68.4463414634,68.6951219512,68.9463414634,69.1975609756,69.3975609756,69.6487804878,69.9,70.1487804878,70.4975609756,70.7975609756,71.0975609756,71.3463414634
"Yemen, Rep.",34.363804878,34.4732439024,34.7395609756,35.1867804878,35.8128780488,36.5933902439,37.4823170732,38.420195122,39.3565853659,40.2684878049,41.1464146341,41.9988536585,42.8548292683,43.733804878,44.6392926829,45.5763170732,46.5453658537,47.5404634146,48.5486097561,49.5582926829,50.5595365854,51.5413414634,52.4927073171,53.4021219512,54.2555853659,55.0385853659,55.7386341463,56.3567317073,56.8963414634,57.363,57.764195122,58.110902439,58.4186341463,58.7028780488,58.9726341463,59.2344146341,59.4857073171,59.7255121951,59.9538292683,60.1761463415,60.4044390244,60.6492195122,60.9154390244,61.2071219512,61.5217317073,61.8552926829,62.2008292683,62.5463414634,62.8813414634,63.2003170732,63.4982439024,63.7756097561,64.0333902439,64.2770731707,64.5071707317,64.7256829268
South Africa,52.2262439024,52.5687317073,52.9013414634,53.2340487805,53.5736585366,53.928902439,54.3068780488,54.7033414634,55.1092682927,55.5167317073,55.9094878049,56.2684146341,56.5809756098,56.8410487805,57.0503414634,57.2114634146,57.3324878049,57.4341463415,57.5387317073,57.663097561,57.8360731707,58.0819756098,58.4057073171,58.8022195122,59.2604878049,59.7700243902,60.315902439,60.8653170732,61.3768536585,61.8141463415,62.1356829268,62.3059756098,62.3120243902,62.1477804878,61.8078536585,61.2738536585,60.5344390244,59.6211463415,58.5854390244,57.4827073171,56.3683170732,55.2946585366,54.3149512195,53.4904390244,52.8803170732,52.5631707317,52.6046097561,52.9970243902,53.7040731707,54.6834634146,55.8696097561,57.1810731707,58.5204146341,59.8000731707,60.9547804878,61.934097561
Zambia,45.109804878,45.4875121951,45.8536585366,46.2092195122,46.5586829268,46.9120243902,47.2852682927,47.6839756098,48.1091463415,48.5562926829,49.0189512195,49.4891463415,49.9493414634,50.3785121951,50.7566585366,51.0667073171,51.295097561,51.4348292683,51.4808536585,51.423195122,51.2482926829,50.9431707317,50.5143658537,49.9799756098,49.358097561,48.6673658537,47.9243902439,47.1577804878,46.3995853659,45.6813658537,45.0276341463,44.4549268293,43.9691219512,43.581097561,43.3092926829,43.1721463415,43.181097561,43.3365853659,43.6360243902,44.079804878,44.6703170732,45.4099756098,46.2862195122,47.2820731707,48.3794634146,49.5749268293,50.8714390244,52.254097561,53.6884634146,55.1315853659,56.5244878049,57.8086097561,58.9474878049,59.920195122,60.7153414634,61.3395853659
